BFA,2007,29.0,2546.0
LSO,2007,33.0,2560.0
TUN,2007,42.0,3252.0
CHN,2007,35.0,2921.0
SRB,2007,34.0,2714.0
SUR,2007,35.0,2670.0
TTO,2007,34.0,2845.0
GHA,2007,37.0,2803.0
IND,2007,35.0,2400.0
MAR,2007,35.0,3251.0
TUR,2007,41.0,3630.0
ARG,2007,29.0,3145.0
BEN,2007,27.0,2564.0
KWT,2007,43.0,3571.0
SLB,2007,28.0,2420.0
ALB,2007,29.0,2860.0
BIH,2007,33.0,3064.0
GUY,2007,26.0,2660.0
LKA,2007,32.0,2383.0
TLS,2007,26.0,2046.0
BRA,2007,35.0,3106.0
COL,2007,38.0,2804.0
IDN,2007,23.0,2522.0
PAN,2007,32.0,2465.0
PER,2007,35.0,2461.0
THA,2007,33.0,2766.0
ZMB,2007,26.0,1781.0
MNG,2007,30.0,2342.0
TZA,2007,32.0,2215.0
ARM,2007,30.0,2761.0
ETH,2007,24.0,1957.0
VNM,2007,26.0,2548.0
PHL,2007,25.0,2570.0
DZA,2007,30.0,3041.0
BOL,2007,29.0,2165.0
SLV,2007,40.0,2566.0
MDV,2007,33.0,2494.0
NER,2007,26.0,2461.0
ECU,2007,21.0,2213.0
GAB,2007,33.0,2711.0
PAK,2007,24.0,2420.0
TGO,2007,23.0,2295.0
AZE,2007,21.0,3019.0
DJI,2007,29.0,2414.0
KAZ,2007,21.0,3161.0
LBR,2007,21.0,2145.0
MWI,2007,27.0,2293.0
MLI,2007,27.0,2722.0
NPL,2007,25.0,2429.0
MDA,2007,28.0,2754.0
MMR,2007,14.0,2282.0
SLE,2007,21.0,2194.0
